NUM,GROUP_NAME,DESC_KOR,SERVING_SIZE,NUTR_CONT1,NUTR_CONT2,NUTR_CONT3,NUTR_CONT4,NUTR_CONT5,NUTR_CONT6,NUTR_CONT7,NUTR_CONT8,NUTR_CONT9
18622,즉석식품류,베이컨참치마요네즈삼각김밥,109,215,33,5,7,1,280,10,1.4,0
18623,즉석식품류,뉴참치햄샐러드김밥,219,370,53,11,13,0,780,25,2.4,0
18624,즉석식품류,스팸마요&볶음김치 삼각김밥,146,290,49,6,8,1,530,10,1.8,0
18625,즉석식품류,바삭 치즈불닭 김밥,132,235,37,11,5,3,450,20,2.2,0
18626,즉석식품류,치킨데리마요삼각김밥,112,228,31,5,9,2,564,23,1.9,0
18627,즉석식품류,고기진짜많구나,472,898,132,32,27,6,1749,115,8,0.3
18628,즉석식품류,바싹불고기&고추장불고기,228,366,71,11,3.9,4,603,17,0.9,0
18629,즉석식품류,치즈불고기와 볶음김치김밥,222,345,52,11,10,5,820,25,5,0
18630,즉석식품류,제육볶음주먹밥삼각김밥,109,195,34,6,4,3,260,10,1.1,0
18631,즉석식품류,바싹불고기김밥,225,345,52,13,9,8,780,30,2.2,0
18632,즉석식품류,더큰)불고기삼각김밥,152,260,51,8,2.3,2,680,4.7,0.7,0
18633,즉석식품류,4단햄치즈&꽃맛살샌드,190,469,51,13,23,3,1104,30,6,0
18634,즉석식품류,딸기샌드위치,149,305,43,4,13,17,213,0,6,0
18635,즉석식품류,치킨도시락,378,754,99,24,29,5,1317,104,7,0
18636,즉석식품류,진짜진짜많구나도시락,440,915,130,36,28,7,1719,190,8,0.3
18637,즉석식품류,명란마요주먹밥 삼각김밥,105,170,33,5,1.9,1,360,70,0,0
18638,즉석식품류,모두의정찬도시락,416,740,107,27,23,13,1495,65,7,0.1
18639,즉석식품류,더큰치즈닭갈비볶음밥삼각김밥,155,260,49,7,7,4,740,13,1,0.3
18640,즉석식품류,바싹불고기 도시락,400,755,87,15,39,10,1110,55,12,0
18641,즉석식품류,커플주먹밥 참치김치&장조림버터,204,370,55,9,12,2,810,70,2,0
18642,즉석식품류,치킨몬스터도시락,489,1058,142,36,38,28,2950,132,9,0.2
18643,즉석식품류,정성가득비빔밥,397,560,90,20,13,3,940,30,2.7,0
18644,즉석식품류,상하이치킨버거,234,593,66,26,25,13,1256,0,5,0
18645,즉석식품류,춘천닭갈비김밥,225,332,58,11,6.2,6,1116,27,1.5,0
18646,즉석식품류,언양식불고기김밥,223,331,56,15,5,6,924,10,1.5,0
18647,즉석식품류,참치마요골드삼각김밥,115,199,33,7,4.5,0,352,7,0.7,0
18648,즉석식품류,알찬도시락,370,610,95,24,15,9,1187,104,4.1,0
18649,즉석식품류,삼겹구이도시락,427,725,111,28,19,2,1240,140,6,0
18650,즉석식품류,NEW(뉴)돈까스샌드위치,194,534,56,18,25,9,1010,29,6,0
18651,즉석식품류,통새우버거,152,408,48,14,17,8,914,51,0,0
18652,즉석식품류,전주비빔김밥,226,354,60,10,8,7,1041,31,0,0
18653,즉석식품류,비비고김치볶음,80,60,7,2,2.6,4,580,0,0,0
18654,즉석식품류,더큰연어마요,147,280,42,6,10,1,460,10,1.9,0
18655,즉석식품류,불고기버거,438,802,116,36,22,9,1187,40,4.8,0
18656,즉석식품류,오므라이스&커리도시락,460,863,97,25,42,5,2038,268,12,0.3
18657,즉석식품류,햇반,190,285,63,5,1.3,0,10,0,0,0
18658,즉석식품류,맛있는 오뚜기밥,210,305,66,6,2,0,15,0,0.7,0
18659,즉석식품류,햇반흑미밥,210,320,71,5,1.6,0,15,0,0.7,0
18660,즉석식품류,비비고육개장,500,135,5,11,8,21,1810,25,2,0
18661,즉석식품류,치킨&할라페뇨 라이스 부리또,190,395,53,17,9,4,592,30,5,0
18662,즉석식품류,진성너른골찰순대,100,165,31,3,3.1,1,480,25,0.9,0
18663,즉석식품류,햇반발아현미밥,210,290,66,5,0.9,0,20,0,0.2,0
18664,즉석식품류,감자&에그 베이컨 부리또,190,381,41,18,17,4,570,262,8,0
18665,즉석식품류,햇반 아산맑은쌀밥,210,315,70,5,1.5,0,15,0,0,0
18666,즉석식품류,맛있는 오뚜기밥 큰밥,300,435,94,8,2.9,0,20,0,1.1,0
18667,즉석식품류,햇반컵밥 강된장 보리 비빔밥,280,335,65,10,4,3,870,0,0.8,0
18668,즉석식품류,햇반이천쌀밥,210,315,70,5,1.6,0,15,0,0.9,0
18669,즉석식품류,크림스프,100,435,70,5,15,25,2500,25,9,0
18670,즉석식품류,햇반 매일잡곡밥,210,315,71,6,0.9,0,30,0,0.4,0
18671,즉석식품류,비비고 설렁탕,500,80,0,9,4.8,0,1230,25,2,0
18672,즉석식품류,햇반컵반 미역국밥,167,265,57,6,1.4,0,920,0,0.5,0
18673,즉석식품류,햇반컵밥 고추장제육덮밥,229,320,64,5,4.9,7,490,0,0.9,0
18674,즉석식품류,비비고 새우볶음밥,210,365,55,7,13,3,870,75,2.2,0
18675,즉석식품류,햇반 컵반 불고기덮밥,250,315,64,10,2,7,750,15,0.8,0
18676,즉석식품류,쌀눈가득쌀밥,210,320,72,6,1,0,10,0,0.5,0
18677,즉석식품류,bibio Cooked Sticky White Rice,210,310,71,6,1,0,10,0,0,0
18678,즉석식품류,햇반컵밥 직화볶음짜장 덮밥,280,390,71,8,8,10,810,5,1.9,0
18679,즉석식품류,오뚜기 옛날 구수한 끓여먹는 누룽지,240,225,51,5,0,0,5,0,0,0
18680,즉석식품류,비비고 불고기비빔밥,205,340,56,9,9,5,650,5,1.8,0
18681,즉석식품류,햇반 컵반 중화마파두부덮밥,270,380,62,10,10,6,810,3,1.9,0
18682,즉석식품류,맛있는 컵밥 김치참치덮밥,280,380,60,13,10,7,860,20,2.4,0
18683,즉석식품류,쎈쿡 발아현미밥,210,310,66,6,2.2,0,10,0,0.7,0
18684,즉석식품류,성일찰순대,100,140,30,3,1,0,340,11.7,3,0
18685,즉석식품류,쌀밥 한 공기,210,270,61,5,0.7,0,20,0,0,0
18686,즉석식품류,맛있는 컵밥 제육덮밥,280,475,61,13,20,8,600,40,6,0
18687,즉석식품류,맛있는 오뚜기밥 발아흑미,210,305,68,6,1,0,15,0,0,0
18688,즉석식품류,맛있는 오뚜기밥 발아현미,210,305,65,7,2,0,15,0,0.5,0
18689,즉석식품류,소갈비탕,600,297.8,2.4,23,22,0,820,0,0,0
18690,즉석식품류,햇반컵밥 육개장국밥,217,320,58,8,6,3,1340,5,1.6,0
18691,즉석식품류,옛날 쌀떡국,181.6,410,85,10,3.6,0,1380,5,1.8,0
18692,즉석식품류,삼희 찰순대,100,190.5,31.9,2,6.1,0.5,318.2,24.1,2.5,0
18693,즉석식품류,육개장,600,180,13,16,7,0,2380,0,0,0
18694,즉석식품류,햇반컵반 고추장 나물 비빔밥,229,340,69,6,4.6,8,810,0,1,0
18695,즉석식품류,쇠고기스프,80,390,70,10,8,20,2100,0,0.9,0
18696,즉석식품류,햇반컵밥 황태국밥,170,265,57,6,1.2,0,970,15,0,0
18697,즉석식품류,햇반컵밥 콩나물해장국밥,270,220,49,5,0.7,1,990,5,0,0
18698,즉석식품류,맛있는 오뚜기밥 작은밥,150,215,47,4,1.4,0,10,0,0.5,0
18699,즉석식품류,햇반컵밥 옐로우 크림커리 덮밥,280,430,66,6,16,3,690,25,9,0.5
18700,즉석식품류,찰진순대,100,163,31.1,2.8,3.1,0.7,477,24,1,0
18701,즉석식품류,햇반 컵반 부대찌개국밥,261,360,60,8,10,2,1530,15,2.7,0
18702,즉석식품류,햇반컵반 볶은김치덮밥,247,345,62,6,8,6,950,3,3.2,0
18703,즉석식품류,김말이튀김,100,181,34,1,5,3,281,0,0.6,0
18704,즉석식품류,햇반컵밥 불닭덮밥,240,345,66,10,4.8,9,830,20,1,0
18705,즉석식품류,종가집사골곰탕,300,50,0,3,4.2,0,430,3,1.2,0
18706,즉석식품류,햇반컵밥 사골곰탕국밥,166,250,54,6,1.3,1,620,0,0.6,0
18707,즉석식품류,박진덕 찰순대,100,163,31.1,2.8,3.1,0.7,477,24,1,0
18708,즉석식품류,오뚜기 옥수수스프,80,335,60,8,6.8,20,2000,0,3.6,0
18709,즉석식품류,매콤달콤 순대볶음,100,170,33,3.3,2.7,4,510,20,1.1,0
18710,즉석식품류,햇반오곡밥,210,315,69,6,1.5,0,240,0,0.7,0
18711,즉석식품류,종가반상사골우거지들깨탕,450,155,14,9,7,4,1310,10,1.3,0
18712,즉석식품류,비비고사골곰탕,250,15,0,2,1,0,560,0,0,0
18713,즉석식품류,맛있는 컵밥 매콤낙지덮밥,280,335,57,9,8,6,760,45,1.5,0
18714,즉석식품류,비비고 깍두기볶음밥,201,330,52,8,10,5,620,15,4,0
18715,즉석식품류,신협 톳 쌀국수,82,269,55,7,7,4,1317,9,0,0
18716,즉석식품류,육개장,100,35,2,3,2,0,230,3,0,0
18717,즉석식품류,전통 호박죽,100,78,14,2,1.3,11,115,0,0,0
18718,즉석식품류,종가반상버섯들깨미역국,450,140,15,6,6,2,1710,0,0.5,0
18719,즉석식품류,맛있는 오뚜기 컵밥 톡톡 김치알밥,192,315,52,6,9,1,690,30,1.6,0
18720,즉석식품류,갈비탕,100,110,1,3,10,0,185,3,6,0
18721,즉석식품류,햇반컵반 레드 스파이시 커리 덮밥,280,440,64,6,18,3,690,20,7,0.3
18722,즉석식품류,게살새우볶음밥,300,430,77,10,9,8,1310,60,2.1,0
18723,즉석식품류,종가반상사골김치찌개,450,255,18,19,12,10,2350,25,4.3,0.5
18724,즉석식품류,야채스프,100,405,70,10,9.5,16,2500,0,5,0
18725,즉석식품류,맛있는 오뚜기밥 오곡,210,320,70,6,1.5,0,20,0,0.5,0
18726,즉석식품류,떠먹는컵파스타까르보나라,170,270,32,11,11,2,340,25,4.5,0.3
18727,즉석식품류,현미밥,130,210,49,5,1.1,0.4,10,0,0,0
18728,즉석식품류,햇반컵밥 오징어 덮밥,230,335,64,6,6,5,760,5,1,0
18729,즉석식품류,양송이스프,100,395,65,10,10.5,20,2500,0,5.5,0
18730,즉석식품류,고메머쉬룸어니언수프,180,21,10,2,18,3,420,40,11,0.3
18731,즉석식품류,햇반컵반 순두부찌개국밥,173,290,58,7,3.2,2,1130,0,0.9,0
18732,즉석식품류,밀당의고수 김말이,100,165,26,1.4,6,2,330,0,1,0
18733,즉석식품류,청정원 크림수프,20,85,15,1,2.1,4,420,0,1.4,0
18734,즉석식품류,양반 진닭개장,500,160,4,10,12,2,1905,23,8.5,0.6
18735,즉석식품류,통새우볶음밥,250,375,65,9,9,0,690,60,2.2,0
18736,즉석식품류,고메함박스테이크,200,340,20,18,21,12,860,70,7,0
18737,즉석식품류,맛있는 컵밥 춘천닭갈비덮밥,280,355,59,14,7,7,920,35,1.2,0
18738,즉석식품류,맛있는 새우 볶음밥,225,390,68,7,10,4,900,65,1.4,0
18739,즉석식품류,햇반컵반 스팸마요덮밥,219,440,60,9,18,5,790,50,4.1,0
18740,즉석식품류,맛있는 오뚜기 컵밥 참치마요덮밥,267,425,55,11,18,7,620,30,3.2,0
18741,즉석식품류,부대찌개,100,50.4,3.39,2.46,3,0.6,526.4,7.36,1.1,0
18742,즉석식품류,맛있는 오뚜기 컵밥 불닭마요덮밥,267,405,60,15,13,9,720,35,2.6,0
18743,즉석식품류,맛있는 컵밥 오삼불고기덮밥,280,450,63,13,16,8,800,60,5,0
18744,즉석식품류,햇반컵밥 낙지콩나물비빔밥,216,320,62,9,3.9,6,890,25,0.8,0
18745,즉석식품류,쟌슨빌소시지부대찌개,100,69,5,3,4.1,1,462,8,1.1,0
18746,즉석식품류,오`쉐프 크림스프,20,435,70,5,15,25,2500,25,9,0
18747,즉석식품류,비비고 된장찌개,460,365,77,10,1.5,2,15,0,0,0
18748,즉석식품류,맛있는 오뚜기 컵밥 뚝배기불고기밥,290,325,66,11,2,8,1230,15,0.8,0
18749,즉석식품류,화끈한 부대찌개,100,81.66,6.33,2.97,4.94,0.92,440.39,9.69,1.74,0.02
18750,즉석식품류,한우소고기죽,100,55,11,1,1.2,0,180,10,0,0
18751,즉석식품류,비비고 닭가슴살볶음밥,210,415,57,9,17,3,650,55,2.8,0
18752,즉석식품류,종가집 멸치 쌀국수,92,325,72,7,1.2,6,1830,3,0,0
18753,즉석식품류,본죽전복버섯죽,270,175,31,5,3.3,0,490,10,0.5,0
18754,즉석식품류,고구마치즈스틱,100,216,32,10,6,32,407,24,3,0
18755,즉석식품류,정갈한 소고기 미역국,500,95,6,12,2.4,1,1320,25,0.9,0
18756,즉석식품류,육개장,100,64.49,3.16,3.04,4.41,0.24,268.5,12.64,2.43,0.19
18757,즉석식품류,오뚜기삼진어묵얼큰한어묵탕,100,105,12,10,2,4,960,25,0.6,0
18758,즉석식품류,맛있는 오뚜기 컵밥 차돌강된장보리밥,280,295,55,8,5,3,850,10,1.2,0
18759,즉석식품류,청정원 정통짜장분말,20,70,14,2,0.7,4,1000,0,0,0
18760,즉석식품류,참전복죽,100,55,10,2,0.9,0,170,5,0.2,0
18761,즉석식품류,맛있는오뚜기밥찰현미,210,370,77,9,3,0,15,0,1,0
18762,즉석식품류,YOUUS 오모리김치돼지찜,450,405,48,22,14,12,2810,70,4.3,0
18763,즉석식품류,쎈쿡 100% 현미밥,195,320,69,6,2.2,0,70,0,0,0
18764,즉석식품류,햇반컵밥 버터장조림비빔밥,216,335,60,10,6,3,740,35,2,0
18765,즉석식품류,쎈쿡 혼합곡밥,210,295,0,5,0,0,69,0,0,0
18766,즉석식품류,옛날구수한누룽지,60,225,51,5,0,0,35,0,0,0
18767,즉석식품류,맛있는 오뚜기 컵밥 전주식 돌솥비빔밥,233,335,61,7,7,7,700,5,1.7,0
18768,즉석식품류,밥상보 오모가리 김치찌개,100,36,3,2,1.7,1,432,0,0,0
18769,즉석식품류,요리하다 찰순대슬라이스,100,168,30.3,3.6,3.6,1.4,485.1,25.1,0.1,0
18770,즉석식품류,떠먹는컵파스타불고기로제,170,245,33,12,7,4,430,3,3.4,0
18771,즉석식품류,맛있는 컵밥 햄버그 덮밥,280,410,67,15,9,11,760,25,3.9,0
18772,즉석식품류,햇반 구수한쌀밥,210,330,74,5,1.4,0,5,0,0.7,0
18773,즉석식품류,맛있는 컵밥 진짬뽕밥,187.5,330,62,7,6,7,1150,10,1,0
18774,즉석식품류,오뚜기삼진어묵가쓰오어묵탕,100,105,12,9,2.3,3,920,65,0.5,0
18775,즉석식품류,아침엔본죽전복버섯죽,300,150,31,5,0.8,1,750,10,0,0
18776,즉석식품류,양반 얼큰 닭개장,250,80,2,5,6,1,910,10,4.1,0.3
18777,즉석식품류,본죽쇠고기죽,271.5,185,28,5,6,1,540,10,3,0
18778,즉석식품류,시집가는청국장찌개,300,162,16.3,15,4,1.2,1398.6,0,0.7,0
18779,즉석식품류,쎈쿡 100% 통곡물밥,195,315,67,7,2,4,20,0,0,0
18780,즉석식품류,맛있는 오뚜기 컵밥 원조맛집 김치찌개밥,280,340,59,12,6,4,1130,30,2.1,0
18781,즉석식품류,비비고 곤드레나물밥,216.5,360,62,6,10,3,750,0,1.5,0
18782,즉석식품류,소내장탕,600,1500,334,28,6,0,160,5,1.3,0
18783,즉석식품류,쎈쿡 흑미밥,210,305,70,6,0,0,10,0,0,0
18784,즉석식품류,피자떡볶이,300,550,115,12,4.5,4,740,17,1.5,0
18785,즉석식품류,2X더블벅,180,445,56,16,18,2,909,50,5,0
18786,즉석식품류,떠먹는컵파스타볼로네제,170,235,33,12,6,6,440,15,3,0
18787,즉석식품류,하담 찰 순대,100,183.2,32.26,2.3,5,0,645.2,35.57,2.16,0
18788,즉석식품류,햇반컵밥 버섯곤드레비빔밥,189,290,56,6,4.5,3,660,0,0.6,0
18789,즉석식품류,조이치즈스틱Ⅱ,100,258,30,11,10,4,614,7,5,0
18790,즉석식품류,고메토마토미트볼,200,340,14,17,24,11,460,50,8,0
18791,즉석식품류,쇠고기죽,200,130,22,3,3.6,1,450,5,0.6,0
18792,즉석식품류,떠먹는컵파스타바질크림&치킨,170,245,34,9,8,3,310,5,3,0
18793,즉석식품류,정갈한 소고기 무국,500,140,11,8,2.8,6,1490,18,0.9,0
18794,즉석식품류,맛있는 오뚜기밥 고시히카리,210,315,69,6,1.6,0,15,0,0,0
18795,즉석식품류,고메브로콜리치즈수프,180,180,12,2,14,3,400,40,8,0.5
18796,즉석식품류,차돌박이된장찌개,350,212,23,3,12,6,1731,35,9,0.8
18797,즉석식품류,불벅,145,335,46,16,10,8,760,15,2.8,0
18798,즉석식품류,콘치즈그라탕,220,425,34,9,28,19,1110,30,7,0
18799,즉석식품류,치즈불고기볶음밥,250,470,62,15,18,7,1240,30,6,0
18800,즉석식품류,설렁탕(냉동)-가열하여 섭취하는 냉동식품,100,42.6,0,5,2.2,0,185.3,0,0,0
18801,즉석식품류,진한사골미역국밥,82.4,265,60,4,1.2,0.7,1020,0,0.6,0
18802,즉석식품류,전복버섯죽,250,310,60,9,4.5,2,980,25,1.5,0
18803,즉석식품류,쿡탐 짜파게티맛 국물라볶이,190,527,93,5,15,12,1000,0,7,0
18804,즉석식품류,양송이버섯생수프,190,165,13,4,11,2,390,0,6,0.3
18805,즉석식품류,매운짬뽕밥,95,320,65,6,4.1,3,1540,3,1.6,0
18806,즉석식품류,쿡탐 매콤달콤 국물라볶이,195,545,92,6,17,20,1200,0,6,0
18807,즉석식품류,쟌슨빌소시지볶음밥,250,465,58,11,21,5,1150,50,7,0
18808,즉석식품류,표고닭가슴살볶음밥,225,340,65,9,5,2,650,20,1.1,0
18809,즉석식품류,팥죽,100,70,13,3,0,0,200,0,0,0
18810,즉석식품류,쿡탐 오징어짬뽕맛 국물라볶이,190,542,90,5,18,16,1250,50,7,0
18811,즉석식품류,다시마가 슬림 하다 면,82,295,53,8,6,9,827,4,0.5,0
18812,즉석식품류,우리맛 찰순대,100,184,18,5,9,0,812,65,0,0
18813,즉석식품류,신의주 시래기 야채고기순대,100,190,21,6,10,2,238,45,3.5,0
18814,즉석식품류,더맛있는곤드레나물밥,262,415,73,8,10,0,360,0,2.6,0
18815,즉석식품류,맛있는 김치찌개,250,120,8,9,6,3,1100,15,1.5,0
18816,즉석식품류,본죽보양삼계죽,270,145,23,10,5,2,480,20,2,0
18817,즉석식품류,신당동식 떡볶이,970,1290,239,32,23,28,3720,130,10,0
18818,즉석식품류,맛있는 오뚜기 컵밥 의정부식 부대찌개밥,281,430,70,10,12,3,1480,20,4,0
18819,즉석식품류,스파이시어묵&취나물밥,210,360,58,11,9,3,450,17,2.5,0
18820,즉석식품류,종가집 해물맛 쌀국수,92,325,72,7,1,6,2380,0,0,0
18821,즉석식품류,돼지고기 김치찌개,280,135,9,9,7,4,1800,15,16,2.4
18822,즉석식품류,단호박죽,500,369.25,76.2,4.75,5.05,37.5,856.15,0,1.4,0
18823,즉석식품류,고메로제치킨,180,220,13,17,11,9,990,120,7,0.3
18824,즉석식품류,오뚜기 사천 누룽지탕,190,350,59,8,9,4,1010,20,1,0
18825,즉석식품류,비비고닭갈비볶음밥,220,440,64,12,15,9,960,30,6,0.5
18826,특수용도식품,뉴케어 화이바,100,100,14,4,3.5,0,90,0,0.9,0
18827,특수용도식품,완전균형영양식뉴케어 구수한맛,100,100,15,3.5,3,3.5,65,0,0.64,0
18828,특수용도식품,뉴케어 당뇨식,100,100,11,4.5,4.8,2,80,0,0.7,0
18829,특수용도식품,뉴케어 300TF,100,100,14.25,4,3,0,90,0,0.9,0
18830,특수용도식품,메디푸드경관식엘디,100,200,30,8,6,0.7,180,0,2,0
18831,특수용도식품,메디푸드 RTH(알티에이치)당뇨식 글루트롤500,500,500,59,22.5,23.5,7.5,450,0,2,0
18832,특수용도식품,그린비아 장솔루션,200,200,28,9,7,0.7,140,0,2.2,0
18833,특수용도식품,그린비아 고단백 솔루션,200,200,26,13,4.5,5,200,0,1.5,0
18834,특수용도식품,뉴트리웰 화이바팩,195,200,30,8,6,2,140,0,2,0
18835,특수용도식품,뉴케어 하이프로틴,100,100,12,6.5,3,1.6,105,0,0.9,0
18836,특수용도식품,그린비아 티에프,200,200,34,8,4.5,3,120,0,2,0
18837,특수용도식품,그린비아 마일드케어,200,200,30,8,6,6,160,0,2,0
18838,특수용도식품,그린비아 디엠,200,200,25,10,8,2,160,0,1,0
18839,특수용도식품,그린비아 화이바,200,200,31,9,6,2,140,0,2,0
18840,특수용도식품,케어웰 어드밴스,200,200,30,8,6,0.7,180,0,1,0
18841,특수용도식품,완전균형영양식 뉴케어 고소한 검은깨,100,100,15.5,3.5,3,3.4,55,0,0.4,0
18842,특수용도식품,뉴트리웰 RTH 400(알티에이치 400),330,400,61,15,12,3,350,0,2,0
18843,특수용도식품,케어웰 1.5 플러스,200,300,40,13,10,2,210,0,1,0
18844,특수용도식품,메디웰RTH(알티에이치),300,300,44,13.6,9,3,225,0,2.25,0
18845,특수용도식품,고농축영양식 메디푸드1.5,200,300,45.5,12,9,0,215,0,3,0
18846,특수용도식품,뉴케어 당플랜,200,200,23.5,9,9,0,220,13,0.7,0
18847,특수용도식품,뉴케어 칼로리1.5,100,150,20.5,6.5,5.5,1.5,120,0,1.15,0
18848,특수용도식품,케어웰 구수한맛,200,200,29,8,6,6,140,0,1.5,0
18849,특수용도식품,그린비아 플러스케어,200,200,29,7,6,5,75,0,1.2,0
18850,특수용도식품,뉴케어 미니 구수한맛,150,110,12.5,4.5,4.8,5,110,0,0.65,0
18851,특수용도식품,뉴트리웰 당뇨식팩,195,200,21,11,9,4,160,1,1.5,0
18852,특수용도식품,케어웰 디엠,200,200,20,9,10,1.5,180,0,0.9,0
18853,특수용도식품,케어웰 스탠다드 티에프,200,200,29,8,6,0.7,180,0,1,0
18854,특수용도식품,그린비아 1.5,200,300,41,13,9,0.7,180,0,3,0
18855,특수용도식품,메디푸드 이엔200,200,200,30,8,6,0.7,140,0,1,0
18856,특수용도식품,그린비아 키즈,200,200,21,6,10,8,90,0,3.5,0
18857,특수용도식품,그린비아 알디플러스,200,400,51,15,16,1,150,0,4.6,0
18858,특수용도식품,메디웰 구수한맛,200,200,27,8,7,7,180,0,2,0
18859,특수용도식품,뉴트리웰 TF(티에프) 1000,100,100,15,4,3,1,70,0,1,0
18860,특수용도식품,메디푸드 당뇨식 글루트롤,200,200,23.5,9,9.5,3,180,0,0.8,0
18861,특수용도식품,뉴케어 케이디플러스,100,200,26.5,7.5,7.5,3,70,0,2.5,0
18862,특수용도식품,메디푸드 RTH(알티에이치)경관식 엘디 400,400,400,60,16,12,2,360,0,4,0
18863,특수용도식품,뉴트리웰 고단백,190,200,25,15,5,8,250,0,1.5,0
18864,특수용도식품,뉴케어 오메가,100,100,13.75,5,3,3.5,90,0,1,0
18865,특수용도식품,그린비아 장솔루션 알티에이치,300,300,42,13,10,0.7,210,0,3.3,0
18866,특수용도식품,메디웰 화이바,200,200,29,9,6,2,140,0,1.5,0
18867,특수용도식품,메디웰 TF(티에프),200,200,29,9,6,2,140,0,1.5,0
18868,특수용도식품,메디웰 프로틴 1.5,200,300,38,13,11,4,200,0,2.5,0
18869,특수용도식품,케어웰 당뇨식,200,200,20.5,9,10,1.5,180,0,0.9,0
18870,특수용도식품,그린비아 알티에이치,300,300,47,11,7,1.5,160,0,3,0
18871,특수용도식품,그린비아 알디,200,400,58,8,16,1,130,0,4.6,0
18872,특수용도식품,미니웰 OS(오에스),150,200,29,9,6,4.5,180,3,1.3,0
18873,특수용도식품,뉴트리웰 RTH DM(알티에이치 디엠),330,400,43,20,18,4,350,0,2,0
18874,특수용도식품,그린비아 당뇨솔루션 알티에이치,400,400,43,20,18,0.7,280,0,2.5,0
18875,특수용도식품,뉴케어 딸기맛,100,100,15,3.5,3,3.5,65,0,0.6,0
18876,특수용도식품,그린비아 당뇨솔루션,200,200,22,10,9,1,140,0,2,0
18877,특수용도식품,그린비아 마일드케어 검은참깨,200,200,29,8,7,7,130,0,2.5,0
18878,특수용도식품,이로밀 구수한맛,200,200,30,8,6,0,120,0,2.4,0
18879,특수용도식품,메디푸드스탠다드,49,200,30,8,6,2,160,0,2,0
18880,특수용도식품,그린비아 플러스케어 화이바,200,200,2,9,7,1,140,0,2.7,0
18881,특수용도식품,미니웰,150,200,29,9,6,3,180,0,1,0
18882,특수용도식품,메디웰RTH DM(알티에이치 디엠),500,500,55,25,22.5,5,225,0,2.5,0
18883,특수용도식품,그린비아 플러스케어 당뇨식,200,200,22.5,10,9,0.7,190,0,1.3,0
18884,특수용도식품,이로밀 고단백,200,300,38,13,11,0,120,0,1.6,0
18885,특수용도식품,메디웰 당뇨식,200,200,29,9,6,2,140,0,1.5,0
18886,특수용도식품,그린비아 이뮨포르테 알티에이치,400,400,46,24,14,0.7,330,0,6,0
18887,특수용도식품,완전균형영양식 뉴케어 바나나맛,150,150,22.5,5.3,4.5,5.3,97.5,0,0.9,0
18888,특수용도식품,완전균형영양식뉴케어커피맛,100,100,15,3.5,3,4.5,65,0,0.6,0
18889,특수용도식품,이로밀 당뇨식,200,200,18,12,9,0,120,0,1.6,0
18890,특수용도식품,이로밀 검은참깨,200,200,30,8,6,0,120,0,2.4,0
18891,특수용도식품,뉴트리웰 RTH TF(알티에이치 티에프),330,400,61,15,11,1,350,0,2,0
18892,특수용도식품,무스웰 밸런스,100,130,24,6,2,12,65,0,1.9,0
18893,특수용도식품,뉴케어 INTENSIVE AF(ADD FIBER),100,100,12,6,3.5,0,90,5,0.9,0
18894,특수용도식품,뉴케어 단호박맛,100,100,15,4,3,3,90,0,0.4,0
18895,특수용도식품,뉴케어 케이디,100,200,32,3,7,2,60,0,0.55,0
18896,특수용도식품,미니웰 커피맛,150,200,29,9,6,2,180,3,1.3,0
18897,특수용도식품,메이푸드 이엔 당뇨식,200,200,21.6,9,9.6,0.7,140,0,0.8,0
18898,특수용도식품,케어웰 검은참깨,200,200,30,7,6,7,110,0,1.5,0
18899,특수용도식품,그린비아 키즈 초코맛,150,150,16,4.5,7.5,6,50,0,2.5,0
18900,특수용도식품,메디푸드 이엔 화이바,200,200,1,8,6,0.7,140,0,1,0
18901,특수용도식품,뉴케어 INTENSIVE 300,100,100,12.25,6,3,0,90,3,1.2,0
18902,특수용도식품,케어웰 인텐시브 에프엘 RTH(알티에이치),500,500,55,25,20,2.5,450,0,1.75,0
18903,특수용도식품,메디에프 스마일,150,150,22,6,5,2,120,0,0.7,0
18904,특수용도식품,메디웰RTH Fiberless(알티에이치 화이버리스),500,500,68,23,15,5,425,0,3.75,0
18905,특수용도식품,메디푸드 고단백 VHP(브이에이치피),200,200,24,13,7,0,160,0,1.7,0
18906,특수용도식품,메디푸드 이엔 소프트,200,200,24,13,7,0,160,0,1.7,0
18907,특수용도식품,케어웰 프로(CareWell PRO),10,35,0,9,0,0,54,0,0,0
18908,특수용도식품,그린비아 이뮨포르테,200,200,23,12,6.6,0.7,160,0,3,0
18909,특수용도식품,메디웰 신장식 투석,200,400,46,15,18,2.5,140,5.5,1.5,0
18910,특수용도식품,뉴케어프로틴퍼펙트,11,40,0,9,0,0,90,2.4,0,0
18911,특수용도식품,케어웰 인사이드,200,200,26.5,9,7,0.7,180,0,2,0
18912,특수용도식품,케토웰,125,150,1.65,6,13.3,0,140,0,4,0
18913,특수용도식품,메디웰 신장식 비투석,200,400,53,8,18,2.8,120,5,1.5,0
18914,특수용도식품,하이칼,5,20,5,0,0,0,0,0,0,0
18915,특수용도식품,그린비아 연하솔루션,2.7,8,2,0,0,0,25,0,0,0
18916,특수용도식품,비스코업,3,8,3,0,0,0,69,0,0,0
18917,특수용도식품,모노웰,87,400,50,16,15,9.4,260,0,4.8,0
18918,특수용도식품,연하케어,3,10,3,0,0,0,40,0,0,0
18919,특수용도식품,스마트푸드디엠,20,90,9,6,3,0.7,5,0,0.5,0
